version_id,gtin,pid,version,productName_en,productName_fr,currentStatus,memberCode,modifiedDateTime,rejectedStatus,brandName_en,brandName_fr,brandURL_en,ca_brandOwnerVersionCode_en,classificationCategoryCode_en,retailerCategoryCode,countryOfOrigin_en,gpcCode_en,nameOfBrandOwner_en,initialContentReceivedDate_en,manufacturer_en,packageSize_en,productURL_en,productImageThumbnailURL_en,productImageURL_en,last_modified_date,discontinuedDate,archiveDate,loadingOption,imageLocation,productURL_fr,last_modified_by,isDiscontinued,IsClaimSaved,isBovEmptyOnLoading,isDeleted,lastExportDate,certificationService,locationId,productType,gtinType,barCodeSymbology,size,sizeUOM,totalUnits_RetailPack,versionReason,delegateToTpId,LastETLValidatedDate,brandDistributionType
11,00033776011857,11,635292006152332137,EARTH BALANCE SPREAD BUTTERY MEDITERRANEAN BLEND,EARTH BALANCE TARTINADE BEURRE MELANGE MEDITERRANE,verified,,2013-02-25T15:26:55Z,0,EARTH BALANCE,EARTH BALANCE,,,,200301,,10005227,Smart Balance Inc.,2011-06-20,,369 g,,,,635292006152332137,NULL,NULL,7540000000707,00033776011857\11,,NULL,0,0,1,0,636592286200547737,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,00033776011956,12,635292006152832166,EARTH BALANCE SPREAD COCONUT ORGANIC,EARTH BALANCE TARTINADE NOIX COCO BIOLOGIQUE,verified,,2013-05-06T13:43:37Z,0,EARTH BALANCE,EARTH BALANCE,,,,200103,,10000168,Smart Balance Inc.,2013-04-11,,283 G,,,,635292006152832166,NULL,NULL,7540000000707,00033776011956\12,,NULL,0,0,1,0,636592286200607741,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,00036669221517,13,635292006164302822,COOKED PERFECT BITES BREADED CHICKEN BUFFALO,COOKED PERFECT BITES BEIGNET POULET BUFFALO,certified,,2013-10-25T11:53:45Z,0,COOKED PERFECT BITES,COOKED PERFECT BITES,,72151-00,,300302,US,10005769,Home Market Foods,2013-10-09,Home Market Foods,397 G,http://www.cookedperfect.com,,,635292006164302822,NULL,NULL,7540000000707,00036669221517\13,,NULL,0,0,0,0,636592286234849699,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,00036669221548,14,635292006165072866,COOKED PERFECT BITES BREADED CHICKEN CHEESY,COOKED PERFECT BITES BEIGNET POULET FROMAGE,certified,,2013-10-25T11:51:35Z,0,COOKED PERFECT BITES,COOKED PERFECT BITES,,72154-00,,300302,US,10005769,Home Market Foods,2013-10-09,Home Market Foods,397 G,http://www.cookedperfect.com,,,635292006165072866,NULL,NULL,7540000000707,00036669221548\14,,NULL,0,0,0,0,636592286235079712,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,00036669221562,15,635292006165622898,COOKED PERFECT BITES BREADED CHICKEN BBQ HONEY,COOKED PERFECT BITES BEIGNET POULET BARBECUE MIEL,certified,,2013-10-25T11:47:48Z,0,COOKED PERFECT BITES,COOKED PERFECT BITES,,72156-00,,300302,US,10005769,Home Market Foods,2013-10-09,Home Market Foods,397 G,http://www.cookedperfect.com,,,635292006165622898,NULL,NULL,7540000000707,00036669221562\15,,NULL,0,0,0,0,636592286235139716,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,00036669228394,16,635292006166192930,COOKED PERFECT MEATBALLS CHICKEN,COOKED PERFECT BOULETTES POULET,verified,,2013-10-25T12:02:57Z,0,COOKED PERFECT,COOKED PERFECT,,72839-00,,300601,,10005769,Home Market Foods,2013-10-09,Home Market Foods,680 G,http://www.cookedperfect.com,,,635672024291442187,NULL,NULL,7540000000707,00036669228394\16,,6952C01A-9A65-4B17-86C6-EEA7D1E07EAC,0,0,0,0,636592286235319726,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,00036669228417,17,635292006166932973,COOKED PERFECT MEATBALLS ITALIAN,COOKED PERFECT BOULETTE DE VIANDE ITALIENNE,certified,,2013-10-25T11:57:05Z,0,COOKED PERFECT,COOKED PERFECT,,72841-00,,300301,US,10005767,Home Market Foods,2013-10-09,Home Market Foods,794 G,http://www.cookedperfect.com,,,635292006166932973,NULL,NULL,7540000000707,00036669228417\17,,NULL,0,0,0,0,636592286235379729,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,00036669228424,18,635292006167473003,COOKED PERFECT MEATBALLS BEEF ANGUS,COOKED PERFECT BOULETTES BOEUF ANGUS,certified,,2013-10-25T11:59:05Z,0,COOKED PERFECT,COOKED PERFECT,,72842-00,,300601,US,10005767,Home Market Foods,2013-10-09,Home Market Foods,566 G,http://www.cookedperfect.com,,,635292006167473003,NULL,NULL,7540000000707,00036669228424\18,,NULL,0,0,0,0,636592286235569740,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,00036669228431,19,635292006168023035,COOKED PERFECT MEATBALLS ITALIAN,COOKED PERFECT BOULETTES DE VIANDE ITALIENNE,certified,,2013-10-25T12:00:49Z,0,COOKED PERFECT,COOKED PERFECT,,72843-00,,300601,US,10005767,Home Market Foods,2013-10-09,Home Market Foods,794 G,http://www.cookedperfect.com,,,635292006168023035,NULL,NULL,7540000000707,00036669228431\19,,NULL,0,0,0,0,636592286235649745,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,00036669261667,20,635292006168623069,COOKED PERFECT MEATBALLS SWEDISH,COOKED PERFECT BOULETTES DE VIANDE SUEDOIS,verified,,2013-06-28T19:29:21Z,0,COOKED PERFECT,COOKED PERFECT,,,,300601,US,10005767,Home Market Foods,2012-11-21,,907 G,,,,635672027631923251,NULL,NULL,7540000000707,00036669261667\20,,6952C01A-9A65-4B17-86C6-EEA7D1E07EAC,0,0,1,0,636592286235849756,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,00039400035916,21,635292006176423515,BUSHS BEANS BAKED HOMESTYLE LOW FAT,BUSHS FEVES BACON RECETTE MAISON FAIBLE TENEUR EN,certified,,2013-05-23T13:46:05Z,0,BUSHS,BUSHS,,,,100701,,10000288,Bush Brothers &amp; Company,2009-06-12,,398 ml,,,,635292006176423515,NULL,NULL,7540000000707,00039400035916\21,,NULL,0,0,1,0,636592286488854227,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,00039400036111,22,635292006177073553,BUSHS BEANS BAKED ORIGINAL,BUSHS FEVES BACON ORIGINALE,certified,,2013-05-24T19:13:44Z,0,BUSHS,BUSHS,,,,100701,,10000288,Bush Brothers &amp; Company,2009-06-12,,398 ml,,,,635292006177073553,NULL,NULL,7540000000707,00039400036111\22,,NULL,0,0,1,0,636592286489044238,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,00039400036319,23,635292006177603583,BUSHS BEANS SWEET TANGY,BUSHS FEVES SUCREES AIGRES DOUCES,certified,,2013-05-24T19:14:10Z,0,BUSHS,BUSHS,,,,100701,,10000288,Bush Brothers &amp; Company,2012-04-18,,398 ML,,,,635292006177603583,NULL,NULL,7540000000707,00039400036319\23,,NULL,0,0,1,0,636592286489104242,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,00039400039754,24,635292006178143614,BUSH BAKED BEANS BROWN SUGAR HICKORY,BUSH FEVE CASSONADE FUMEE NOYER,certified,,2013-05-24T19:13:31Z,0,BUSH,BUSH,,,,100701,,10000272,Bush Brothers &amp; Company,2013-02-19,,398 ML,,,,635292006178143614,NULL,NULL,7540000000707,00039400039754\24,,NULL,0,0,1,0,636592286489324254,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,00054300001144,25,635292006182313852,FIRESIDE MARSHMALLOWS FAT FREE,FIRESIDE GUIMAUVES SANS GRAS,verified,,2014-01-10T18:40:15Z,0,FIRESIDE,FIRESIDE,,,,101303,,10000047,Doumak Inc.,2013-12-18,,250 G,,,,635292006182313852,NULL,NULL,7540000000707,00054300001144\25,,NULL,0,0,1,0,636592286897447598,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,00054300080002,26,635292006182883885,CAMPFIRE MARSHMALLOWS GIANT ROASTED,CAMPFIRE GUIMAUVES GIANT ROASTED,certified,,2013-06-07T13:16:54Z,0,CAMPFIRE,CAMPFIRE,,,,104002,,10000312,Doumak Inc.,2011-12-09,,790 g,,,,635292006182883885,NULL,NULL,7540000000707,00054300080002\26,,NULL,0,0,1,0,636592286897527602,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,00055200005140,27,635292006246967550,BARBOUR'S PEANUT BUTTER SMOOTH,BARBOUR'S BEURRE D'ARACHIDES CRÉMEUX,certified,,2013-07-02T14:37:17Z,0,BARBOUR'S,BARBOURS,,,,104102,,10000187,G.E. Barbour Inc.,2004-06-30,,500 g,,,,635292006246967550,NULL,NULL,7540000000707,00055200005140\27,,NULL,0,0,1,0,636592287108149649,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,00055200005386,28,635292006247577585,BARBOUR'S BUTTER ALMOND,BARBOUR'S BEURRE D'AMANDE,certified,,2013-07-02T14:36:52Z,0,BARBOURS,BARBOURS,,,,104102,,10000280,G.E. Barbour Inc.,2005-02-09,,460 g,,,,635292006247577585,NULL,NULL,7540000000707,00055200005386\28,,NULL,0,0,1,0,636592287108279656,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,00055200005393,29,635292006248147618,BARBOUR'S PEANUT BUTTER ORIGINAL,BARBOUR'S BEURRE D'ARACHIDES À L'ANCIENNE,certified,,2013-07-02T14:37:06Z,0,BARBOUR'S,BARBOURS,,,,104102,,10000187,G.E. Barbour Inc.,2006-04-18,,500 g,,,,635292006248147618,NULL,NULL,7540000000707,00055200005393\29,,NULL,0,0,1,0,636592287108399663,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,00055200005645,30,635292006248637646,ACADIA BAKING POWDER,ACADIA POUDRE A PATE,certified,,2013-07-02T14:26:16Z,0,ACADIA,ACADIA,,,,100501,,10000158,G.E. BARBOUR INC.,2004-06-30,,225 g,,,,635292006248637646,NULL,NULL,7540000000707,00055200005645\30,,NULL,0,0,1,0,636592287108519670,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,00055200101101,31,635292006249287683,KING COLE TEA ORANGE PEKOE 60S,KING COLE THE ORANGE PEKOE 60S,certified,,2013-08-06T14:28:23Z,0,KING COLE,KING COLE,,,,102901,,10000116,G.E. Barbour Inc.,2013-05-13,,227 G,,,,635292006249287683,NULL,NULL,7540000000707,00055200101101\31,,NULL,0,0,1,0,636592287108629676,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,00055200103501,32,635292006249937720,KING COLE TEA ORANGE PEKOE 15S,KING COLE THE ORANGE PEKOE 15S,certified,,2013-07-03T12:21:57Z,0,KING COLE,KING COLE,,,,102901,,10000116,G.E. Barbour Inc.,2011-02-21,,48 g,,,,635292006249937720,NULL,NULL,7540000000707,00055200103501\32,,NULL,0,0,1,0,636592287108749683,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,00055200103600,33,635292006250537754,KING COLE TEA ORANGE PEKOE 30S,KING COLE THE ORANGE PEKOE 30S,reload,,2013-07-02T17:54:17Z,1,KING COLE,KING COLE,,,,102901,,10000116,G.E. Barbour Inc.,2011-02-21,,97 g,,,,635292006250537754,NULL,NULL,7540000000707,00055200103600\33,,NULL,0,0,1,0,636592287108869690,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,00055200106502,34,635292006251027782,KING COLE BARBOURS TEA ORANGE PEKOE LOOSE LEAF,KING COLEB BARBOURS THE ORANGE PEKOE FEUILLES,certified,,2013-08-06T14:26:56Z,0,KING COLE BARBOURS,KING COLEB BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,454 G,,,,635292006251027782,NULL,NULL,7540000000707,00055200106502\34,,NULL,0,0,1,0,636592287108979696,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,00055200107554,35,635292006251617816,KING COLE BARBOURS GREEN TEA 48 BAGS,KING COLE BARBOURS THE VERT 48 SACHETS,certified,,2013-08-06T14:19:52Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,96 G,,,,635292006251617816,NULL,NULL,7540000000707,00055200107554\35,,NULL,0,0,1,0,636592287109099703,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,00055200107615,36,635292006252207850,KING COLE BARBOURS TEA GREEN HONEY LEMON 48S,KING COLE BARBOURS THE VERT MIEL CITRON 48S,certified,,2013-08-06T14:26:15Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,96 G,,,,635292006252207850,NULL,NULL,7540000000707,00055200107615\36,,NULL,0,0,1,0,636592287109219710,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,00055200107639,37,635292006252797884,KING COLE BARBOURS TEA GREEN DECAFFEINATED 48S,KING COLE BARBOURS THE VERT DECAFEINE 48S,certified,,2013-08-06T14:25:31Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,96 G,,,,635292006252797884,NULL,NULL,7540000000707,00055200107639\37,,NULL,0,0,1,0,636592287109339717,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,00055200108018,38,635292006253387917,KING COLE BARBOURS TEA DECAFFEINATED GREEN APPLE C,KING COLE BARBOURS THE DECAFEINE VERT POMME CANNEB,certified,,2013-08-06T14:21:43Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006253387917,NULL,NULL,7540000000707,00055200108018\38,,NULL,0,0,1,0,636592287109449723,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,00055200108025,39,635292006253977951,KING COLE BARBOURS TEA DECAFFEINATED CRANBERRY RAS,KING COLE BARBOURS THE DECAFEINE CANNBERGE FRAMBOI,certified,,2013-08-06T14:21:00Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006253977951,NULL,NULL,7540000000707,00055200108025\39,,NULL,0,0,1,0,636592287109569730,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,00055200108032,40,635292006254517982,KING COLE TEA DECAFFEINATED GREEN EARL GREY 20S,KING COLE THE DECAFEINE VERT EARL GREY 20S,reload,,2013-07-02T14:03:29Z,1,KING COLE,KING COLE,,,,102901,,10000116,G.E. BARBOUR INC.,2009-11-27,,40 g,,,,635292006254517982,NULL,NULL,7540000000707,00055200108032\40,,NULL,0,0,1,0,636592287109689737,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,00055200108049,41,635292006255108016,KING COLE BARBOURS TEA DECAFFEINATED HONEY LEMON 2,KING COLE BARBOURS THE DECAFEINE MIEL CITRON 20S,certified,,2013-08-06T14:23:11Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006255108016,NULL,NULL,7540000000707,00055200108049\41,,NULL,0,0,1,0,636592287109809744,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,00055200108056,42,635292006255798055,KING COLE BARBOURS TEA DECAFFEINATED GREEN PEPPERM,KING COLE BARBOURS THE DECAFEINE VERT MENTHE POIVR,certified,,2013-08-06T14:22:27Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006255798055,NULL,NULL,7540000000707,00055200108056\42,,NULL,0,0,1,0,636592287109929751,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,00055200108063,43,635292006256328086,KING COLE BARBOURS TEA ORANGE PEKOE 20S,KING COLE BARBOURS THE ORANGE PEKOE 20S,verified,,2013-08-01T13:42:13Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006256328086,NULL,NULL,7540000000707,00055200108063\43,,NULL,0,0,1,0,636592287110049758,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,00055200108070,44,635292006256898118,KING COLE BARBOURS TEA DECAFFEINATED ORANGE PEKOE,KING COLE BARBOURS THE DECAFEINE ORANGE PEKOE 20S,certified,,2013-08-06T14:24:01Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,40 G,,,,635292006256898118,NULL,NULL,7540000000707,00055200108070\44,,NULL,0,0,1,0,636592287110179765,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,00055200108100,45,635292006257468151,KING COLE BARBOURS TEA EARL GREY 20S,KING COLE BARBOURS THE EARL GREY 20S,certified,,2013-08-06T14:24:40Z,0,KING COLE BARBOURS,KING COLE BARBOURS,,,,102901,,10000116,G.E. Barbour Inc.,2013-07-08,,20 G,,,,635292006257468151,NULL,NULL,7540000000707,00055200108100\45,,NULL,0,0,1,0,636592287110299772,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,00055200166308,46,635292006258068185,KING COLE TEA BAGS DECAFFEINATED 120S,KING COLE SACHETS DE THÉ DÉCAFÉINÉ120S,certified,,2013-07-02T14:37:54Z,0,KING COLE,KING COLE,,,,102901,,10000116,G.E. Barbour Inc.,2004-06-30,,288 g,,,,635292006258068185,NULL,NULL,7540000000707,00055200166308\46,,NULL,0,0,1,0,636592287110409778,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,00055200249506,47,635292006258538212,KING COLE TEA BAGS ORANGE PEKOE DECAFFEINATED,KING COLE SACHET DE THÉ ORANGE PEKOE DÉCAFÉINÉ,reload,,2013-07-02T14:01:41Z,1,KING COLE,KING COLE,,,,102901,,10000116,G.E. Barbour Inc.,2004-06-30,,72 g,,,,635292006258538212,NULL,NULL,7540000000707,00055200249506\47,,NULL,0,0,1,0,636592287110539786,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,00055200350400,48,635292006259068242,ATLANTIC CUMIN GROUND,ATLANTIC CUMIN MOULU,certified,,2013-07-02T14:29:00Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,20 G,,,,635292006259068242,NULL,NULL,7540000000707,00055200350400\48,,NULL,0,0,1,0,636592287110659793,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,00055200350608,49,635292006259588272,ATLANTIC POWDER CURRY,ATLANTIC POUDRE DE CARI,certified,,2013-07-02T14:36:06Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,20 G,,,,635292006259588272,NULL,NULL,7540000000707,00055200350608\49,,NULL,0,0,1,0,636592287110779799,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,00055200351001,50,635292006260118302,ATLANTIC CLOVES GROUND,ATLANTIC CLOU DE GIROFLE MOULU,certified,,2013-07-02T14:28:24Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,20 G,,,,635292006260118302,NULL,NULL,7540000000707,00055200351001\50,,NULL,0,0,1,0,636592287110899806,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,00055200351100,51,635292006260638332,ATLANTIC M.S.G.,ATLANTIC M.S.G.,certified,,2013-07-02T14:34:55Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,100501,,10000049,G.E. Barbour Inc.,2012-05-08,,50 G,,,,635292006260638332,NULL,NULL,7540000000707,00055200351100\51,,NULL,0,0,1,0,636592287111009813,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,00055200351209,52,635292006261138361,ATLANTIC FRESHLOCK ZIPPER ONION MINCED,ATLANTIC FRESHLOCK ZIPPER OIGNON HACHE,certified,,2013-07-02T14:30:40Z,0,ATLANTIC FRESHLOCK ZIPPER,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-14,,30 G,,,,635292006261138361,NULL,NULL,7540000000707,00055200351209\52,,NULL,0,0,1,0,636592287111149821,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,00055200351407,53,635292006261658391,ATLANTIC PEPPER LEMON,ATLANTIC POIVRE AU CITRON,certified,,2013-07-02T14:35:53Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-08,,25 G,,,,635292006261658391,NULL,NULL,7540000000707,00055200351407\53,,NULL,0,0,1,0,636592287111269827,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,00055200351506,54,635292006262198421,ATLANTIC CREAM OF TARTAR,ATLANTIC CREME DE TARTRE,certified,,2013-07-02T14:28:09Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,40 G,,,,635292006262198421,NULL,NULL,7540000000707,00055200351506\54,,NULL,0,0,1,0,636592287111399835,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,00055200352008,55,635292006262738452,ATLANTIC SALT GARLIC,ATLANTIC SEL D'AIL,certified,,2013-07-02T14:36:20Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,50 G,,,,635292006262738452,NULL,NULL,7540000000707,00055200352008\55,,NULL,0,0,1,0,636592287111519842,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,00055200352206,56,635292006263298484,ATLANTIC FRESHLOCK ZIPPER SPICE PIZZA,ATLANTIC FRESHLOCK ZIPPER EPICE PIZZA,certified,,2013-07-02T14:30:27Z,0,ATLANTIC FRESHLOCK ZIPPER,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-14,,10 G,,,,635292006263298484,NULL,NULL,7540000000707,00055200352206\56,,NULL,0,0,1,0,636592287111639849,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,00055200352503,57,635292006263768511,ATLANTIC MUSTARD PURE DRY,ATLANTIC MOUTARDE PUR SÉCHE,certified,,2013-07-02T14:35:09Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-08,,20 G,,,,635292006263768511,NULL,NULL,7540000000707,00055200352503\57,,NULL,0,0,1,0,636592287111759855,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,00055200353005,58,635292006264688564,ATLANTIC FRESHLOCK ZIPPER SALT ONION,ATLANTIC FRESHLOCK ZIPPER SEL OIGNON,certified,,2013-07-02T14:33:18Z,0,ATLANTIC FRESHLOCK ZIPPER,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-14,,55 G,,,,635292006264688564,NULL,NULL,7540000000707,00055200353005\58,,NULL,0,0,1,0,636592287111879862,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,00055200354507,59,635292006265218594,ATLANTIC SPICE MONTREAL STEAK,ATLANTIC ÉPICE À BIFTECK MONTRÉAL,certified,,2013-07-02T14:28:39Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-08,,45 G,,,,635292006265218594,NULL,NULL,7540000000707,00055200354507\59,,NULL,0,0,1,0,636592287111999869,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,00055200356006,60,635292006265768626,ATLANTIC GARLIC GRANULATED,ATLANTIC AIL GRANULÉ,certified,,2013-07-02T14:27:21Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,50 G,,,,635292006265768626,NULL,NULL,7540000000707,00055200356006\60,,NULL,0,0,1,0,636592287112169879,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,00055200356051,61,635292006266318657,ATLANTIC FRESHLOCK ZIPPER SPICE PICKLING,ATLANTIC FRESHLOCK ZIPPER EPICE MARINADE,certified,,2013-07-02T14:30:12Z,0,ATLANTIC FRESHLOCK ZIPPER,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000284,G.E. Barbour Inc.,2012-05-14,,20 G,,,,635292006266318657,NULL,NULL,7540000000707,00055200356051\61,,NULL,0,0,1,0,636592287112279885,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,00055200356204,62,635292006266848687,ATLANTIC SEED DILL,ATLANTIC GRAINES D'ANETH,certified,,2013-07-02T14:33:51Z,0,ATLANTIC,ATLANTIC,,,,104301,,10000049,G.E. Barbour Inc.,2012-04-30,,20 G,,,,635292006266848687,NULL,NULL,7540000000707,00055200356204\62,,NULL,0,0,1,0,636592287112399892,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,00055200356303,63,635292006267368717,ATLANTIC MUSTARD SEED,ATLANTIC GRAINES DE MOUTARDE,certified,,2013-07-02T14:34:29Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-08,,45 G,,,,635292006267368717,NULL,NULL,7540000000707,00055200356303\63,,NULL,0,0,1,0,636592287112519899,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,00055200356501,64,635292006267878746,ATLANTIC ONION GRANULATED,ATLANTIC OIGNON GRANULÉ,certified,,2013-07-02T14:35:38Z,0,ATLANTIC,ATLANTIC FRESHLOCK ZIPPER,,,,104301,,10000049,G.E. Barbour Inc.,2012-05-08,,40 G,,,,635292006267878746,NULL,NULL,7540000000707,00055200356501\64,,NULL,0,0,1,0,636592287112649906,NULL,NULL,EA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
