version_id	gtin	pid	version	productName_en	productName_fr	currentStatus	memberCode	modifiedDateTime	rejectedStatus	brandName_en	brandName_fr	brandURL_en	ca_brandOwnerVersionCode_en	classificationCategoryCode_en	retailerCategoryCode	countryOfOrigin_en	gpcCode_en	nameOfBrandOwner_en	initialContentReceivedDate_en	manufacturer_en	packageSize_en	productURL_en	productImageThumbnailURL_en	productImageURL_en	last_modified_date	discontinuedDate	archiveDate	loadingOption	imageLocation	productURL_fr	last_modified_by	isDiscontinued	IsClaimSaved	isBovEmptyOnLoading	isDeleted	lastExportDate	certificationService	locationId	productType	gtinType	barCodeSymbology	size	sizeUOM	totalUnits_RetailPack	versionReason	delegateToTpId	LastETLValidatedDate	brandDistributionType
1	31290035359	1	6.35292E+17	GODIVA CHOCOLATIER CHOCOLATE DARK ALMONDS BAR	GODIVA CHOCOLATIER CHOCOLAT NOIR AMANDES BARRE	certified		2013-04-05T21:12:26Z	0	GODIVA CHOCOLATIER	GODIVA CHOCOLATIER		TEST BRAND OWNER VERSION CODE		101402		10000045	Chocolate factory	12/17/2009		20 x 100 g				6.36123E+17	NULL	00:00.0	7.54E+12	00031290035359\1		EE87EA3E-5329-410B-85C8-2B6948CCBA57	0	1	1	0	6.36592E+17	NULL	NULL	EA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
