pid,gtin,gln,targetMarketCountryCode,isDeleted,last_modified_date
640,00058200004205,0058200000016,CA,0         ,2014-02-28 16:12:32.6770000
641,00058200004229,0058200000016,CA,0         ,2014-02-28 16:12:32.7500000
644,00058200004236,0058200000016,CA,0         ,2014-02-28 16:12:32.9300000
645,00058200004243,0058200000016,CA,0         ,2014-02-28 16:12:32.9970000
662,00058200004250,0058200000016,CA,0         ,2014-02-28 16:12:33.9330000
663,00058200004267,0058200000016,CA,0         ,2014-02-28 16:12:34.0000000
670,00058200004274,0058200000016,CA,0         ,2014-02-28 16:12:34.6230000
671,00058200004281,0058200000016,CA,0         ,2014-02-28 16:12:34.6970000
674,00058200004304,0058200000016,CA,0         ,2014-02-28 16:12:34.9170000
675,00058200004311,0058200000016,CA,0         ,2014-02-28 16:12:34.9830000
693,00058200004328,0058200000016,CA,0         ,2014-02-28 16:12:36.1570000
694,00058200004335,0058200000016,CA,0         ,2014-02-28 16:12:36.2200000
697,00058200004359,0058200000016,CA,0         ,2014-02-28 16:12:36.4100000
698,00058200004380,0058200000016,CA,0         ,2014-02-28 16:12:36.4900000
712,00058200004427,0058200000016,CA,0         ,2014-02-28 16:12:47.2470000
713,00058200004489,0058200000016,CA,0         ,2014-02-28 16:12:47.3300000
606,00058200004496,0058200000016,CA,0         ,2014-02-28 16:12:30.5400000
607,00058200040012,0058200000016,CA,0         ,2014-02-28 16:12:30.6030000
608,00058200040081,0058200000016,CA,0         ,2014-02-28 16:12:30.6600000
609,00058200040098,0058200000016,CA,0         ,2014-02-28 16:12:30.7200000
613,00058200040128,0058200000016,CA,0         ,2014-02-28 16:12:30.9470000
614,00058200040180,0058200000016,CA,0         ,2014-02-28 16:12:31.0070000
621,00058200040401,0058200000016,CA,0         ,2014-02-28 16:12:31.4500000
622,00058200040449,0058200000016,CA,0         ,2014-02-28 16:12:31.5100000
627,00058200040463,0058200000016,CA,0         ,2014-02-28 16:12:31.8200000
628,00058200040487,0058200000016,CA,0         ,2014-02-28 16:12:31.8770000
654,00058200049343,0058200000016,CA,0         ,2014-02-28 16:12:33.4930000
655,00058200049466,0058200000016,CA,0         ,2014-02-28 16:12:33.5300000
684,00058200050202,0058200000016,CA,0         ,2014-02-28 16:12:35.5770000
685,00058200050226,0058200000016,CA,0         ,2014-02-28 16:12:35.6370000
691,00058200050240,0058200000016,CA,0         ,2014-02-28 16:12:36.0400000
692,00058200050288,0058200000016,CA,0         ,2014-02-28 16:12:36.1000000
710,00058200060041,0058200000016,CA,0         ,2014-02-28 16:12:47.1300000
711,00058200060225,0058200000016,CA,0         ,2014-02-28 16:12:47.1870000
735,00058200074574,0058200000016,CA,0         ,2014-02-28 16:12:48.6770000
736,00058200082111,0058200000016,CA,0         ,2014-02-28 16:12:48.7500000
787,00058200084450,0058200000016,CA,0         ,2014-02-28 16:12:51.7600000
788,00058200091779,0058200000016,CA,0         ,2014-02-28 16:12:51.8270000
814,00058200091854,0058200000016,CA,0         ,2014-02-28 16:13:04.1830000
815,00058200091878,0058200000016,CA,0         ,2014-02-28 16:13:04.2400000
820,00058200093612,0058200000016,CA,0         ,2014-02-28 16:13:04.5400000
821,00058200094046,0058200000016,CA,0         ,2014-02-28 16:13:04.5930000
822,00058200096170,0058200000016,CA,0         ,2014-02-28 16:13:04.6500000
834,00058200096378,0058200000016,CA,0         ,2014-02-28 16:13:05.3270000
835,00058200100877,0058200000016,CA,0         ,2014-02-28 16:13:05.3800000
840,00058200100891,0058200000016,CA,0         ,2014-02-28 16:13:05.6470000
841,00058200100990,0058200000016,CA,0         ,2014-02-28 16:13:05.6930000
862,00058200101003,0058200000016,CA,0         ,2014-02-28 16:13:06.9570000
615,00058200101676,0058200000016,CA,0         ,2014-02-28 16:12:31.0700000
616,00058200101706,0058200000016,CA,0         ,2014-02-28 16:12:31.1270000
625,00058200102413,0058200000016,CA,0         ,2014-02-28 16:12:31.7030000
626,00058200102420,0058200000016,CA,0         ,2014-02-28 16:12:31.7600000
642,00058200102437,0058200000016,CA,0         ,2014-02-28 16:12:32.8200000
643,00058200102444,0058200000016,CA,0         ,2014-02-28 16:12:32.8770000
648,00058200102451,0058200000016,CA,0         ,2014-02-28 16:12:33.1870000
649,00058200103809,0058200000016,CA,0         ,2014-02-28 16:12:33.2430000
656,00058200103878,0058200000016,CA,0         ,2014-02-28 16:12:33.5800000
657,00058200103885,0058200000016,CA,0         ,2014-02-28 16:12:33.6300000
666,00058200104158,0058200000016,CA,0         ,2014-02-28 16:12:34.1700000
667,00058200104165,0058200000016,CA,0         ,2014-02-28 16:12:34.2570000
672,00058200104172,0058200000016,CA,0         ,2014-02-28 16:12:34.7630000
673,00058200104264,0058200000016,CA,0         ,2014-02-28 16:12:34.8400000
680,00058200104332,0058200000016,CA,0         ,2014-02-28 16:12:35.3070000
681,00058200104356,0058200000016,CA,0         ,2014-02-28 16:12:35.3730000
686,00058200104561,0058200000016,CA,0         ,2014-02-28 16:12:35.6930000
687,00058200104653,0058200000016,CA,0         ,2014-02-28 16:12:35.7500000
688,00058200105384,0058200000016,CA,0         ,2014-02-28 16:12:35.8230000
689,00058200105391,0058200000016,CA,0         ,2014-02-28 16:12:35.8930000
690,00058200105995,0058200000016,CA,0         ,2014-02-28 16:12:35.9670000
704,00058200106008,0058200000016,CA,0         ,2014-02-28 16:12:46.7900000
705,00058200106015,0058200000016,CA,0         ,2014-02-28 16:12:46.8430000
714,00058200106039,0058200000016,CA,0         ,2014-02-28 16:12:47.3870000
715,00058200106053,0058200000016,CA,0         ,2014-02-28 16:12:47.4530000
723,00058200106077,0058200000016,CA,0         ,2014-02-28 16:12:47.9200000
724,00058200106091,0058200000016,CA,0         ,2014-02-28 16:12:47.9900000
731,00058200106503,0058200000016,CA,0         ,2014-02-28 16:12:48.4000000
732,00058200106879,0058200000016,CA,0         ,2014-02-28 16:12:48.4900000
768,00058200106893,0058200000016,CA,0         ,2014-02-28 16:12:50.6370000
769,00058200107135,0058200000016,CA,0         ,2014-02-28 16:12:50.7030000
785,00058200107159,0058200000016,CA,0         ,2014-02-28 16:12:51.6370000
786,00058200107289,0058200000016,CA,0         ,2014-02-28 16:12:51.7000000
619,00058200107302,0058200000016,CA,0         ,2014-02-28 16:12:31.3200000
620,00058200107333,0058200000016,CA,0         ,2014-02-28 16:12:31.3830000
629,00058200107395,0058200000016,CA,0         ,2014-02-28 16:12:31.9470000
630,00058200107418,0058200000016,CA,0         ,2014-02-28 16:12:32.0170000
646,00058200107432,0058200000016,CA,0         ,2014-02-28 16:12:33.0570000
647,00058200107456,0058200000016,CA,0         ,2014-02-28 16:12:33.1200000
702,00058200108026,0058200000016,CA,0         ,2014-02-28 16:12:36.7400000
703,00058200108187,0058200000016,CA,0         ,2014-02-28 16:12:36.8270000
718,00058200109030,0058200000016,CA,0         ,2014-02-28 16:12:47.6370000
719,00058200109054,0058200000016,CA,0         ,2014-02-28 16:12:47.6970000
749,00058200130300,0058200000016,CA,0         ,2014-02-28 16:12:49.5200000
750,00058200130614,0058200000016,CA,0         ,2014-02-28 16:12:49.5770000
810,00058200130942,0058200000016,CA,0         ,2014-02-28 16:13:03.9570000
811,00058200133882,0058200000016,CA,0         ,2014-02-28 16:13:04.0130000
818,00058200150131,0058200000016,CA,0         ,2014-02-28 16:13:04.4070000
819,00058200185621,0058200000016,CA,0         ,2014-02-28 16:13:04.4830000
827,00058200185652,0058200000016,CA,0         ,2014-02-28 16:13:04.9400000
828,00058200185669,0058200000016,CA,0         ,2014-02-28 16:13:05.0000000
842,00058200185683,0058200000016,CA,0         ,2014-02-28 16:13:05.7600000
843,00058200186932,0058200000016,CA,0         ,2014-02-28 16:13:05.8200000
844,00058200241235,0058200000016,CA,0         ,2014-02-28 16:13:05.8770000
845,00058200243000,0058200000016,CA,0         ,2014-02-28 16:13:05.9400000
846,00058200243086,0058200000016,CA,0         ,2014-02-28 16:13:05.9970000
847,00058200243109,0058200000016,CA,0         ,2014-02-28 16:13:06.0570000
850,00058200243178,0058200000016,CA,0         ,2014-02-28 16:13:06.2000000
851,00058200243185,0058200000016,CA,0         ,2014-02-28 16:13:06.2500000
852,00058200244045,0058200000016,CA,0         ,2014-02-28 16:13:06.3000000
858,00058200244601,0058200000016,CA,0         ,2014-02-28 16:13:06.6830000
859,00058200244663,0058200000016,CA,0         ,2014-02-28 16:13:06.7570000
872,00058200244687,0058200000016,CA,0         ,2014-02-28 16:13:07.5430000
873,00058200245905,0058200000016,CA,0         ,2014-02-28 16:13:07.6000000
878,00058200246797,0058200000016,CA,0         ,2014-02-28 16:13:07.8630000
879,00058200246810,0058200000016,CA,0         ,2014-02-28 16:13:07.9200000
886,00058200246858,0058200000016,CA,0         ,2014-02-28 16:13:08.5500000
887,00058200246872,0058200000016,CA,0         ,2014-02-28 16:13:08.6170000
631,00058200247039,0058200000016,CA,0         ,2014-02-28 16:12:32.0730000
632,00058200247091,0058200000016,CA,0         ,2014-02-28 16:12:32.1400000
652,00058200247152,0058200000016,CA,0         ,2014-02-28 16:12:33.4100000
653,00058200247190,0058200000016,CA,0         ,2014-02-28 16:12:33.4500000
664,00058200247763,0058200000016,CA,0         ,2014-02-28 16:12:34.0530000
665,00058200247831,0058200000016,CA,0         ,2014-02-28 16:12:34.1100000
676,00058200247909,0058200000016,CA,0         ,2014-02-28 16:12:35.0530000
677,00058200247923,0058200000016,CA,0         ,2014-02-28 16:12:35.1170000
682,00058200281095,0058200000016,CA,0         ,2014-02-28 16:12:35.4370000
683,00058200281118,0058200000016,CA,0         ,2014-02-28 16:12:35.5070000
706,00058200282047,0058200000016,CA,0         ,2014-02-28 16:12:46.9030000
707,00058200282061,0058200000016,CA,0         ,2014-02-28 16:12:46.9630000
725,00058200282085,0058200000016,CA,0         ,2014-02-28 16:12:48.0530000
726,00058200290738,0058200000016,CA,0         ,2014-02-28 16:12:48.1130000
733,00058200291018,0058200000016,CA,0         ,2014-02-28 16:12:48.5530000
734,00058200291032,0058200000016,CA,0         ,2014-02-28 16:12:48.6130000
739,00058200291131,0058200000016,CA,0         ,2014-02-28 16:12:48.9470000
740,00058200291148,0058200000016,CA,0         ,2014-02-28 16:12:49.0070000
756,00058200291186,0058200000016,CA,0         ,2014-02-28 16:12:49.9500000
757,00058200291193,0058200000016,CA,0         ,2014-02-28 16:12:50.0070000
760,00058200291216,0058200000016,CA,0         ,2014-02-28 16:12:50.1800000
761,00058200291230,0058200000016,CA,0         ,2014-02-28 16:12:50.2400000
766,00058200291254,0058200000016,CA,0         ,2014-02-28 16:12:50.5370000
767,00058200291278,0058200000016,CA,0         ,2014-02-28 16:12:50.5870000
783,00058200292466,0058200000016,CA,0         ,2014-02-28 16:12:51.5200000
784,00058200292527,0058200000016,CA,0         ,2014-02-28 16:12:51.5770000
789,00058200292541,0058200000016,CA,0         ,2014-02-28 16:12:51.9070000
790,00058200292565,0058200000016,CA,0         ,2014-02-28 16:12:51.9670000
796,00058200300307,0058200000016,CA,0         ,2014-02-28 16:12:52.3470000
797,00058200300345,0058200000016,CA,0         ,2014-02-28 16:12:52.4200000
860,00058200300857,0058200000016,CA,0         ,2014-02-28 16:13:06.8200000
633,00058200301366,0058200000016,CA,0         ,2014-02-28 16:12:32.2000000
634,00058200301373,0058200000016,CA,0         ,2014-02-28 16:12:32.2670000
650,00058200301410,0058200000016,CA,0         ,2014-02-28 16:12:33.3000000
651,00058200301632,0058200000016,CA,0         ,2014-02-28 16:12:33.3630000
658,00058200302097,0058200000016,CA,0         ,2014-02-28 16:12:33.6870000
659,00058200302127,0058200000016,CA,0         ,2014-02-28 16:12:33.7570000
668,00058200302387,0058200000016,CA,0         ,2014-02-28 16:12:34.3500000
669,00058200302578,0058200000016,CA,0         ,2014-02-28 16:12:34.5270000
678,00058200302974,0058200000016,CA,0         ,2014-02-28 16:12:35.1830000
679,00058200303032,0058200000016,CA,0         ,2014-02-28 16:12:35.2470000
695,00058200303056,0058200000016,CA,0         ,2014-02-28 16:12:36.2830000
696,00058200303070,0058200000016,CA,0         ,2014-02-28 16:12:36.3530000
708,00058200303094,0058200000016,CA,0         ,2014-02-28 16:12:47.0200000
709,00058200303100,0058200000016,CA,0         ,2014-02-28 16:12:47.0700000
716,00058200303148,0058200000016,CA,0         ,2014-02-28 16:12:47.5170000
717,00058200311228,0058200000016,CA,0         ,2014-02-28 16:12:47.5700000
729,00058200311266,0058200000016,CA,0         ,2014-02-28 16:12:48.2800000
730,00058200313666,0058200000016,CA,0         ,2014-02-28 16:12:48.3430000
737,00058200313727,0058200000016,CA,0         ,2014-02-28 16:12:48.8100000
738,00058200313789,0058200000016,CA,0         ,2014-02-28 16:12:48.8730000
744,00058200313826,0058200000016,CA,0         ,2014-02-28 16:12:49.2400000
745,00058200320084,0058200000016,CA,0         ,2014-02-28 16:12:49.3000000
746,00058200320145,0058200000016,CA,0         ,2014-02-28 16:12:49.3630000
751,00058200320183,0058200000016,CA,0         ,2014-02-28 16:12:49.6430000
752,00058200320367,0058200000016,CA,0         ,2014-02-28 16:12:49.7030000
753,00058200320404,0058200000016,CA,0         ,2014-02-28 16:12:49.7600000
762,00058200320459,0058200000016,CA,0         ,2014-02-28 16:12:50.3030000
763,00058200320589,0058200000016,CA,0         ,2014-02-28 16:12:50.3600000
772,00058200320923,0058200000016,CA,0         ,2014-02-28 16:12:50.9000000
773,00058200320947,0058200000016,CA,0         ,2014-02-28 16:12:50.9600000
774,00058200321166,0058200000016,CA,0         ,2014-02-28 16:12:51.0170000
780,00058200321456,0058200000016,CA,0         ,2014-02-28 16:12:51.3570000
781,00058200321524,0058200000016,CA,0         ,2014-02-28 16:12:51.4100000
782,00058200322866,0058200000016,CA,0         ,2014-02-28 16:12:51.4670000
791,00058200330984,0058200000016,CA,0         ,2014-02-28 16:12:52.0300000
792,00058200331028,0058200000016,CA,0         ,2014-02-28 16:12:52.0930000
793,00058200331103,0058200000016,CA,0         ,2014-02-28 16:12:52.1630000
800,00058200331400,0058200000016,CA,0         ,2014-02-28 16:12:52.6500000
801,00058200331509,0058200000016,CA,0         ,2014-02-28 16:12:52.7300000
861,00058200332148,0058200000016,CA,0         ,2014-02-28 16:13:06.8870000
635,00058200332568,0058200000016,CA,0         ,2014-02-28 16:12:32.3300000
636,00058200333107,0058200000016,CA,0         ,2014-02-28 16:12:32.3800000
637,00058200333169,0058200000016,CA,0         ,2014-02-28 16:12:32.4800000
908,00058200333183,0058200000016,CA,0         ,2014-02-28 16:13:13.8930000
909,00058200333244,0058200000016,CA,0         ,2014-02-28 16:13:13.9370000
910,00058200333312,0058200000016,CA,0         ,2014-02-28 16:13:13.9800000
911,00058200333442,0058200000016,CA,0         ,2014-02-28 16:13:14.0300000
912,00058200333558,0058200000016,CA,0         ,2014-02-28 16:13:14.0770000
913,00058200333565,0058200000016,CA,0         ,2014-02-28 16:13:14.1330000
914,00058200333572,0058200000016,CA,0         ,2014-02-28 16:13:14.1900000
915,00058200333626,0058200000016,CA,0         ,2014-02-28 16:13:14.2530000
916,00058200333640,0058200000016,CA,0         ,2014-02-28 16:13:14.3030000
917,00058200334166,0058200000016,CA,0         ,2014-02-28 16:13:14.3500000
918,00058200334623,0058200000016,CA,0         ,2014-02-28 16:13:14.4100000
919,00058200334722,0058200000016,CA,0         ,2014-02-28 16:13:14.4700000
920,00058200334906,0058200000016,CA,0         ,2014-02-28 16:13:14.5200000
921,00058200334920,0058200000016,CA,0         ,2014-02-28 16:13:14.5700000
922,00058200335200,0058200000016,CA,0         ,2014-02-28 16:13:14.6200000
923,00058200335248,0058200000016,CA,0         ,2014-02-28 16:13:14.6700000
924,00058200335323,0058200000016,CA,0         ,2014-02-28 16:13:14.7100000
925,00058200335507,0058200000016,CA,0         ,2014-02-28 16:13:14.7570000
926,00058200335606,0058200000016,CA,0         ,2014-02-28 16:13:14.7930000
927,00058200340105,0058200000016,CA,0         ,2014-02-28 16:13:14.8430000
928,00058200340143,0058200000016,CA,0         ,2014-02-28 16:13:14.8930000
929,00058200340242,0058200000016,CA,0         ,2014-02-28 16:13:14.9500000
930,00058200343557,0058200000016,CA,0         ,2014-02-28 16:13:15.0030000
931,00058200343571,0058200000016,CA,0         ,2014-02-28 16:13:15.0600000
932,00058200343588,0058200000016,CA,0         ,2014-02-28 16:13:15.1170000
933,00058200343595,0058200000016,CA,0         ,2014-02-28 16:13:15.1730000
934,00058200370409,0058200000016,CA,0         ,2014-02-28 16:13:15.2300000
935,00058200370454,0058200000016,CA,0         ,2014-02-28 16:13:15.2800000
936,00058200370607,0058200000016,CA,0         ,2014-02-28 16:13:15.3330000
937,00058200371000,0058200000016,CA,0         ,2014-02-28 16:13:15.3870000
938,00058200371109,0058200000016,CA,0         ,2014-02-28 16:13:15.4430000
939,00058200371130,0058200000016,CA,0         ,2014-02-28 16:13:15.5000000
940,00058200385694,0058200000016,CA,0         ,2014-02-28 16:13:15.5600000
941,00058200386004,0058200000016,CA,0         ,2014-02-28 16:13:15.6170000
942,00058200386028,0058200000016,CA,0         ,2014-02-28 16:13:15.6800000
943,00058200386035,0058200000016,CA,0         ,2014-02-28 16:13:15.7330000
944,00058200401059,0058200000016,CA,0         ,2014-02-28 16:13:15.7830000
638,00058200401134,0058200000016,CA,0         ,2014-02-28 16:12:32.5400000
639,00058200401158,0058200000016,CA,0         ,2014-02-28 16:12:32.6030000
660,00058200403329,0058200000016,CA,0         ,2014-02-28 16:12:33.8270000
661,00058200403688,0058200000016,CA,0         ,2014-02-28 16:12:33.8800000
699,00058200403862,0058200000016,CA,0         ,2014-02-28 16:12:36.5500000
700,00058200460209,0058200000016,CA,0         ,2014-02-28 16:12:36.6070000
701,00058200460223,0058200000016,CA,0         ,2014-02-28 16:12:36.6730000
720,00058200460247,0058200000016,CA,0         ,2014-02-28 16:12:47.7530000
721,00058200460261,0058200000016,CA,0         ,2014-02-28 16:12:47.8070000
722,00058200465860,0058200000016,CA,0         ,2014-02-28 16:12:47.8600000
741,00058200467901,0058200000016,CA,0         ,2014-02-28 16:12:49.0600000
742,00058200467918,0058200000016,CA,0         ,2014-02-28 16:12:49.1200000
743,00058200468526,0058200000016,CA,0         ,2014-02-28 16:12:49.1770000
770,00058200468540,0058200000016,CA,0         ,2014-02-28 16:12:50.7830000
771,00058200468588,0058200000016,CA,0         ,2014-02-28 16:12:50.8400000
777,00058200468649,0058200000016,CA,0         ,2014-02-28 16:12:51.1930000
778,00058200468663,0058200000016,CA,0         ,2014-02-28 16:12:51.2470000
779,00058200468724,0058200000016,CA,0         ,2014-02-28 16:12:51.3070000
798,00058200469165,0058200000016,CA,0         ,2014-02-28 16:12:52.5070000
799,00058200469189,0058200000016,CA,0         ,2014-02-28 16:12:52.5800000
812,00058200469288,0058200000016,CA,0         ,2014-02-28 16:13:04.0770000
813,00058200469622,0058200000016,CA,0         ,2014-02-28 16:13:04.1300000
823,00058200469660,0058200000016,CA,0         ,2014-02-28 16:13:04.7030000
824,00058200471144,0058200000016,CA,0         ,2014-02-28 16:13:04.7570000
829,00058200471250,0058200000016,CA,0         ,2014-02-28 16:13:05.0600000
830,00058200471359,0058200000016,CA,0         ,2014-02-28 16:13:05.1130000
836,00058200471410,0058200000016,CA,0         ,2014-02-28 16:13:05.4400000
837,00058200471441,0058200000016,CA,0         ,2014-02-28 16:13:05.4930000
838,00058200471571,0058200000016,CA,0         ,2014-02-28 16:13:05.5470000
839,00058200471595,0058200000016,CA,0         ,2014-02-28 16:13:05.5930000
848,00058200471618,0058200000016,CA,0         ,2014-02-28 16:13:06.1170000
849,00058200471915,0058200000016,CA,0         ,2014-02-28 16:13:06.1530000
868,00058200472356,0058200000016,CA,0         ,2014-02-28 16:13:07.3300000
869,00058200472806,0058200000016,CA,0         ,2014-02-28 16:13:07.3830000
882,00058200472868,0058200000016,CA,0         ,2014-02-28 16:13:08.1970000
883,00058200472882,0058200000016,CA,0         ,2014-02-28 16:13:08.2870000
892,00058200472905,0058200000016,CA,0         ,2014-02-28 16:13:08.9500000
893,00058200472929,0058200000016,CA,0         ,2014-02-28 16:13:09.0170000
897,00058200490084,0058200000016,CA,0         ,2014-02-28 16:13:09.2700000
727,00058200492354,0058200000016,CA,0         ,2014-02-28 16:12:48.1770000
728,00058200492408,0058200000016,CA,0         ,2014-02-28 16:12:48.2300000
747,00058200494143,0058200000016,CA,0         ,2014-02-28 16:12:49.4130000
748,00058200494174,0058200000016,CA,0         ,2014-02-28 16:12:49.4700000
754,00058200494198,0058200000016,CA,0         ,2014-02-28 16:12:49.8230000
755,00058200494303,0058200000016,CA,0         ,2014-02-28 16:12:49.8800000
758,00058200494327,0058200000016,CA,0         ,2014-02-28 16:12:50.0700000
759,00058200494341,0058200000016,CA,0         ,2014-02-28 16:12:50.1300000
764,00058200494402,0058200000016,CA,0         ,2014-02-28 16:12:50.4200000
765,00058200494440,0058200000016,CA,0         ,2014-02-28 16:12:50.4800000
775,00058200494464,0058200000016,CA,0         ,2014-02-28 16:12:51.0700000
776,00058200494488,0058200000016,CA,0         ,2014-02-28 16:12:51.1330000
794,00058200494501,0058200000016,CA,0         ,2014-02-28 16:12:52.2230000
795,00058200494563,0058200000016,CA,0         ,2014-02-28 16:12:52.2900000
802,00058200494587,0058200000016,CA,0         ,2014-02-28 16:12:52.8130000
803,00058200500707,0058200000016,CA,0         ,2014-02-28 16:12:52.8900000
806,00058200501308,0058200000016,CA,0         ,2014-02-28 16:13:03.7500000
807,00058200501315,0058200000016,CA,0         ,2014-02-28 16:13:03.8030000
825,00058200501681,0058200000016,CA,0         ,2014-02-28 16:13:04.8170000
826,00058200501704,0058200000016,CA,0         ,2014-02-28 16:13:04.8770000
855,00058200502442,0058200000016,CA,0         ,2014-02-28 16:13:06.4900000
856,00058200502466,0058200000016,CA,0         ,2014-02-28 16:13:06.5530000
857,00058200502480,0058200000016,CA,0         ,2014-02-28 16:13:06.6130000
866,00058200502503,0058200000016,CA,0         ,2014-02-28 16:13:07.2130000
867,00058200503609,0058200000016,CA,0         ,2014-02-28 16:13:07.2730000
874,00058200503623,0058200000016,CA,0         ,2014-02-28 16:13:07.6570000
875,00058200503647,0058200000016,CA,0         ,2014-02-28 16:13:07.7100000
880,00058200504101,0058200000016,CA,0         ,2014-02-28 16:13:08.0070000
881,00058200504200,0058200000016,CA,0         ,2014-02-28 16:13:08.1000000
888,00058200505108,0058200000016,CA,0         ,2014-02-28 16:13:08.6800000
889,00058200505139,0058200000016,CA,0         ,2014-02-28 16:13:08.7470000
894,00058200511031,0058200000016,CA,0         ,2014-02-28 16:13:09.0830000
895,00058200511079,0058200000016,CA,0         ,2014-02-28 16:13:09.1470000
896,00058200511086,0058200000016,CA,0         ,2014-02-28 16:13:09.2070000
900,00058200511093,0058200000016,CA,0         ,2014-02-28 16:13:09.4500000
901,00058200511123,0058200000016,CA,0         ,2014-02-28 16:13:09.5330000
804,00058200511161,0058200000016,CA,0         ,2014-02-28 16:13:03.6870000
805,00058200512021,0058200000016,CA,0         ,2014-02-28 16:13:03.7170000
808,00058200521351,0058200000016,CA,0         ,2014-02-28 16:13:03.8500000
809,00058200521375,0058200000016,CA,0         ,2014-02-28 16:13:03.9030000
816,00058200521702,0058200000016,CA,0         ,2014-02-28 16:13:04.3000000
817,00058200523515,0058200000016,CA,0         ,2014-02-28 16:13:04.3630000
831,00058200523522,0058200000016,CA,0         ,2014-02-28 16:13:05.1700000
832,00058200523850,0058200000016,CA,0         ,2014-02-28 16:13:05.2130000
833,00058200530018,0058200000016,CA,0         ,2014-02-28 16:13:05.2770000
853,00058200530025,0058200000016,CA,0         ,2014-02-28 16:13:06.3570000
854,00058200530032,0058200000016,CA,0         ,2014-02-28 16:13:06.4100000
863,00058200532104,0058200000016,CA,0         ,2014-02-28 16:13:07.0300000
864,00058200532159,0058200000016,CA,0         ,2014-02-28 16:13:07.0930000
865,00058200534047,0058200000016,CA,0         ,2014-02-28 16:13:07.1500000
870,00058200534504,0058200000016,CA,0         ,2014-02-28 16:13:07.4400000
871,00058200534528,0058200000016,CA,0         ,2014-02-28 16:13:07.4970000
876,00058200534801,0058200000016,CA,0         ,2014-02-28 16:13:07.7600000
877,00058200873207,0058200000016,CA,0         ,2014-02-28 16:13:07.8130000
884,00058200873221,0058200000016,CA,0         ,2014-02-28 16:13:08.4070000
885,00058200873245,0058200000016,CA,0         ,2014-02-28 16:13:08.4870000
890,00058200873269,0058200000016,CA,0         ,2014-02-28 16:13:08.8130000
891,00058200883862,0058200000016,CA,0         ,2014-02-28 16:13:08.8770000
898,00058200883886,0058200000016,CA,0         ,2014-02-28 16:13:09.3300000
899,00058203093190,0058200000016,CA,0         ,2014-02-28 16:13:09.3930000
902,00058203302025,0058200000016,CA,0         ,2014-02-28 16:13:09.6000000
903,00058203320388,0058200000016,CA,0         ,2014-02-28 16:13:09.6730000
904,00058203320425,0058200000016,CA,0         ,2014-02-28 16:13:13.6770000
905,00058203490142,0058200000016,CA,0         ,2014-02-28 16:13:13.7230000
906,00058203500070,0058200000016,CA,0         ,2014-02-28 16:13:13.7770000
907,00058203500094,0058200000016,CA,0         ,2014-02-28 16:13:13.8300000
28103,00058275820007,0771406000016,CA,0         ,2014-02-28 17:58:59.0870000
8239,00058300000022,0056200000012,CA,0         ,2014-02-28 16:39:59.2330000
3359,00058300000343,0058300000015,CA,0         ,2014-02-28 16:22:12.0700000
3360,00058300004983,0058300000015,CA,0         ,2014-02-28 16:22:12.1270000
3365,00058300060002,0058300000015,CA,0         ,2014-02-28 16:22:12.4330000
3366,00058300060019,0058300000015,CA,0         ,2014-02-28 16:22:12.5100000
3480,00058300060064,0058300000015,CA,0         ,2014-02-28 16:22:45.6500000
3373,00058300060071,0058300000015,CA,0         ,2014-02-28 16:22:13.0130000
3374,00058300060088,0058300000015,CA,0         ,2014-02-28 16:22:13.0800000
3377,00058300060101,0058300000015,CA,0         ,2014-02-28 16:22:13.3070000
3378,00058300060156,0058300000015,CA,0         ,2014-02-28 16:22:13.3670000
3409,00058300060163,0058300000015,CA,0         ,2014-02-28 16:22:15.4970000
3410,00058300060170,0058300000015,CA,0         ,2014-02-28 16:22:15.5730000
3413,00058300066127,0058300000015,CA,0         ,2014-02-28 16:22:15.7900000
3414,00058300196848,0058300000015,CA,0         ,2014-02-28 16:22:15.8700000
3417,00058300263540,0058300000015,CA,0         ,2014-02-28 16:22:16.0900000
3418,00058300263557,0058300000015,CA,0         ,2014-02-28 16:22:16.1470000
3421,00058300415390,0058300000015,CA,0         ,2014-02-28 16:22:16.3670000
3422,00058300432960,0058300000015,CA,0         ,2014-02-28 16:22:16.4330000
3423,00058300432977,0058300000015,CA,0         ,2014-02-28 16:22:16.5430000
3424,00058300432984,0058300000015,CA,0         ,2014-02-28 16:22:16.6400000
3425,00058300854007,0058300000015,CA,0         ,2014-02-28 16:22:16.7200000
3426,00058300854014,0058300000015,CA,0         ,2014-02-28 16:22:16.7900000
3430,00058300854311,0058300000015,CA,0         ,2014-02-28 16:22:42.0500000
3431,00058300854519,0058300000015,CA,0         ,2014-02-28 16:22:42.1100000
3434,00058300854526,0058300000015,CA,0         ,2014-02-28 16:22:42.3230000
3435,00058300854533,0058300000015,CA,0         ,2014-02-28 16:22:42.3900000
3438,00058300854557,0058300000015,CA,0         ,2014-02-28 16:22:42.6330000
3439,00058300860039,0058300000015,CA,0         ,2014-02-28 16:22:42.7000000
3448,00058300880563,0058300000015,CA,0         ,2014-02-28 16:22:43.3800000
3449,00058300880570,0058300000015,CA,0         ,2014-02-28 16:22:43.4470000
3474,00058300880990,0058300000015,CA,0         ,2014-02-28 16:22:45.2630000
11182,00058329001536,0058329000010,CA,0         ,2014-02-28 16:50:11.5730000
11208,00058336003325,0058336000010,CA,0         ,2014-02-28 16:50:27.7170000
